Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.443e6 .
The synthetic times include Normally sampled noise with zero mean and 30 second standard deviation.
#body	ntrans	tt	sigtt
1.0	382.0	677.186867446173	0.00034722222222222224
1.0	383.0	678.9556412477978	0.00034722222222222224
1.0	384.0	680.7248234176077	0.00034722222222222224
1.0	385.0	682.4943772065453	0.00034722222222222224
1.0	386.0	684.2636270583607	0.00034722222222222224
1.0	387.0	686.0326089765877	0.00034722222222222224
1.0	388.0	687.8022096785717	0.00034722222222222224
1.0	389.0	689.5710314218886	0.00034722222222222224
1.0	390.0	691.3405259619467	0.00034722222222222224
1.0	391.0	693.1101043927483	0.00034722222222222224
1.0	392.0	694.878792675212	0.00034722222222222224
1.0	393.0	696.6473165825009	0.00034722222222222224
1.0	394.0	698.4168273732066	0.00034722222222222224
1.0	395.0	700.1864019380882	0.00034722222222222224
1.0	396.0	701.9557509827428	0.00034722222222222224
1.0	397.0	703.7246874975972	0.00034722222222222224
1.0	398.0	705.4936554818414	0.00034722222222222224
1.0	399.0	707.2633514055051	0.00034722222222222224
1.0	400.0	709.0320585030131	0.00034722222222222224
1.0	401.0	710.8014098005369	0.00034722222222222224
1.0	402.0	712.5710845035501	0.00034722222222222224
1.0	403.0	714.3394457814284	0.00034722222222222224
1.0	404.0	716.1094235717319	0.00034722222222222224
1.0	405.0	717.8781802039593	0.00034722222222222224
1.0	406.0	719.6473225401714	0.00034722222222222224
1.0	407.0	721.4164998126216	0.00034722222222222224
1.0	408.0	723.185750500299	0.00034722222222222224
1.0	409.0	724.9549638782628	0.00034722222222222224
1.0	410.0	726.7239237325266	0.00034722222222222224
1.0	411.0	728.4933392247185	0.00034722222222222224
1.0	412.0	730.2627151412889	0.00034722222222222224
2.0	0.0	1.5778676876798272	0.00034722222222222224
2.0	1.0	5.129077936988324	0.00034722222222222224
2.0	2.0	8.681525628548115	0.00034722222222222224
2.0	3.0	12.232536156196147	0.00034722222222222224
2.0	4.0	15.785265121143311	0.00034722222222222224
2.0	5.0	19.33581443503499	0.00034722222222222224
2.0	6.0	22.887733979150653	0.00034722222222222224
2.0	7.0	26.438712340779603	0.00034722222222222224
2.0	8.0	29.990050580352545	0.00034722222222222224
2.0	9.0	33.54126940201968	0.00034722222222222224
2.0	10.0	37.09379018237814	0.00034722222222222224
2.0	11.0	40.64382842136547	0.00034722222222222224
2.0	12.0	44.196772820781916	0.00034722222222222224
2.0	13.0	47.74606595467776	0.00034722222222222224
2.0	14.0	51.298238585237414	0.00034722222222222224
2.0	15.0	54.8490830748342	0.00034722222222222224
2.0	16.0	58.40088358102366	0.00034722222222222224
2.0	17.0	61.95200863387436	0.00034722222222222224
2.0	18.0	65.50343701103702	0.00034722222222222224
2.0	19.0	69.05441668815911	0.00034722222222222224
2.0	20.0	72.60575029999018	0.00034722222222222224
2.0	21.0	76.15654883719981	0.00034722222222222224
2.0	22.0	79.70715330028906	0.00034722222222222224
2.0	23.0	83.25920472620055	0.00034722222222222224
2.0	24.0	86.81025583203882	0.00034722222222222224
2.0	25.0	90.36071173427626	0.00034722222222222224
2.0	26.0	93.91161998780444	0.00034722222222222224
2.0	27.0	97.46289826650172	0.00034722222222222224
2.0	28.0	101.01389692025259	0.00034722222222222224
2.0	29.0	104.56495480053127	0.00034722222222222224
2.0	30.0	108.1162167894654	0.00034722222222222224
2.0	31.0	111.66757984505966	0.00034722222222222224
2.0	32.0	115.21778951399028	0.00034722222222222224
2.0	33.0	118.76812062598765	0.00034722222222222224
2.0	34.0	122.31938575720415	0.00034722222222222224
2.0	35.0	125.87050985265523	0.00034722222222222224
2.0	36.0	129.42130152182654	0.00034722222222222224
