Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.451545e6 .
These true transit times include no white noise.
#body	ntrans	tt
3.0	54.0	389.0077234688215
3.0	55.0	396.1619848231785
3.0	56.0	403.31628520879894
3.0	57.0	410.471030080691
3.0	58.0	417.625623610802
3.0	59.0	424.78067586477846
3.0	60.0	431.935167549178
3.0	61.0	439.08963090274483
3.0	62.0	446.2438239515759
3.0	63.0	453.3980574654415
3.0	64.0	460.5527363307774
3.0	65.0	467.7072717929259
3.0	66.0	474.86227276269346
3.0	67.0	482.0167138809338
3.0	68.0	489.17112901574
3.0	69.0	496.32527072308585
3.0	70.0	503.47945197997615
3.0	71.0	510.6340776779689
3.0	72.0	517.7885684086941
3.0	73.0	524.9435324445367
3.0	74.0	532.0979405422695
3.0	75.0	539.2523295804858
3.0	76.0	546.4064457053319
3.0	77.0	553.5606046631001
3.0	78.0	560.7152113215998
3.0	79.0	567.8696956899948
3.0	80.0	575.0246650720946
3.0	81.0	582.1790873617865
3.0	82.0	589.3335011471063
3.0	83.0	596.4876438537613
3.0	84.0	603.6418329067528
3.0	85.0	610.796471873764
3.0	86.0	617.9509988506325
3.0	87.0	625.1060190019198
3.0	88.0	632.2604980296455
3.0	89.0	639.4149749674834
3.0	90.0	646.56917709345
3.0	91.0	653.7234224975109
3.0	92.0	660.8781135478057
3.0	93.0	668.0326953032054
3.0	94.0	675.1877706367522
3.0	95.0	682.3423063508235
3.0	96.0	689.4968434912153
3.0	97.0	696.6511000017636
3.0	98.0	703.805395653937
3.0	99.0	710.9601332475431
3.0	100.0	718.1147637474351
3.0	101.0	725.2698884564452
4.0	0.0	12.740973464213312
4.0	1.0	29.430066211149096
4.0	2.0	46.11923286598176
4.0	3.0	62.80823715403676
4.0	4.0	79.49723957479
4.0	5.0	96.18645197059959
4.0	6.0	112.87546281469986
4.0	7.0	129.56440501846373
4.0	8.0	146.25367686711252
4.0	9.0	162.94262323435396
4.0	10.0	179.63163286214694
4.0	11.0	196.32080987514928
4.0	12.0	213.00982978194952
4.0	13.0	229.6988122877665
4.0	14.0	246.38794576516375
4.0	15.0	263.07702904799953
